OBJECTID,X,Y,areaUnitID,bicycle,bus,carStationWagon,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,directionRoleDescription,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,otherVehicleType,parkedVehicle,pedestrian,region,roadCharacter,roadLane,roadSurface,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA
457272,1931081.0,5613920.0,545831.0,0.0,0.0,0.0,North,2012/2013,SH 50,PAKOWHAI ON NBD,Non-Injury Crash,Yes,2012,North,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1404600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine
420426,1906275.0,5604006.0,545841.0,0.0,0.0,1.0,South,2012/2013,SH 50,TAIT ROAD,Minor Crash,Yes,2012,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1462700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
62208,1925321.0,5599569.0,545852.0,0.0,0.0,1.0,Null,2011/2012,SH 2,SH 50A PAKI PAKI,Minor Crash,Yes,2011,North,0.0,,Flat,,,,,Overcast,1469600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,1.0,0.0,Open,0.0,,,Light rain
292523,1928892.0,5606140.0,547700.0,0.0,0.0,1.0,South,2012/2013,HERETAUNGA ST WEST,STORTFORD ST,Non-Injury Crash,No,2013,South,0.0,,Flat,,,,,Bright sun,1486700.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
606258,1935382.0,5601467.0,545750.0,1.0,0.0,0.0,West,2006/2007,TE MATA ROAD,TE MATA MANGATERETERE RD,Serious Crash,No,2007,West,0.0,,Hill Road,,,,,Overcast,1466501.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
679663,1931123.0,5600838.0,545762.0,0.0,0.0,1.0,West,2000/2001,TE AUTE ROAD,GILPIN ROAD,Non-Injury Crash,No,2000,East,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1465200.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
332826,1926300.0,5613301.0,545822.0,0.0,0.0,2.0,West,2012/2013,SH 50 KOROKIPO ROAD,WHEATLEY ROAD,Minor Crash,Yes,2013,East,0.0,,Flat,,Queens Birthday,,,Dark,1408800.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,None,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
712433,1928159.0,5605781.0,547900.0,0.0,0.0,0.0,South,2010/2011,MARAEKAKAHO ROAD,LOWE ST,Non-Injury Crash,No,2010,South,0.0,0.0,Flat,0.0,,0.0,1.0,Dark,1479900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,2.0,0.0,0.0,Fine
490987,1929827.0,5605299.0,548200.0,0.0,0.0,2.0,North,2004/2005,Z CPK RSA,AVENUE WEST/KING NORTH,Non-Injury Crash,No,2004,North,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1490800.0,0.0,0.0,0.0,1.0,0.0,1.0,,Hawke's Bay Region,Nil,Off road,Sealed,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
42412,1925453.0,5606276.0,548620.0,0.0,0.0,1.0,South,2012/2013,WILSON ROAD,PETERHEAD AVENUE,Non-Injury Crash,No,2012,East,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1474800.0,0.0,0.0,0.0,2.0,1.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
369910,1936559.9666,5612265.0455,545832.0,0.0,0.0,1.0,North,2020/2021,SH 51,HELLYERS LANE,Non-Injury Crash,Yes,2020,South,0.0,,Flat,,,,,Twilight,1404200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,None,0.0,0.0,70.0,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
572355,1924548.0,5606767.0,548612.0,0.0,0.0,1.0,West,2005/2006,WALTON WAY,BERWICK ST,Non-Injury Crash,No,2006,West,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1474600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Heavy rain
589866,1929108.0,5607350.0,545710.0,0.0,0.0,1.0,Null,2004/2005,LYNDHURST ROAD,HART DRIVE,Non-Injury Crash,No,2005,North,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1471300.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
176057,1932606.0,5606198.0,545721.0,0.0,0.0,2.0,Null,2015/2016,SH 2,ST GEORGES ROAD,Non-Injury Crash,Yes,2016,West,0.0,,Flat,,,,,Dark,1472300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Heavy rain
268080,1912217.0,5586668.0,545851.0,0.0,0.0,1.0,North,2002/2003,SH 2,BOUNDARY ROAD,Non-Injury Crash,Yes,2003,North,0.0,1.0,Hill Road,0.0,,0.0,0.0,Overcast,1464600.0,0.0,0.0,0.0,3.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
177136,1907171.0,5677156.0,545911.0,0.0,0.0,0.0,North,2005/2006,SH 5,POHOKURA ROAD,Minor Crash,Yes,2006,East,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,1281200.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,1.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
184869,1929255.0,5609110.0,545710.0,0.0,0.0,1.0,Null,2007/2008,ORMOND ROAD,EVENDEN ROAD,Non-Injury Crash,No,2007,East,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1471000.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Stop,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
731010,1928807.0,5606251.0,547700.0,0.0,0.0,2.0,Null,2006/2007,HERETAUNGA ST WEST,MARAEKAKAHO ROAD,Non-Injury Crash,No,2006,West,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1486600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
317575,1911654.0,5585522.0,545851.0,0.0,0.0,1.0,South,2012/2013,SH 2,BOUNDARY ROAD,Non-Injury Crash,Yes,2013,North,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1464900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
94106,1929864.0,5605056.0,548200.0,0.0,0.0,2.0,North,2008/2009,QUEEN ST WEST,QUEEN ST EAST,Non-Injury Crash,No,2008,East,0.0,,Flat,,,,,Bright sun,1491300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
259155,1929618.0,5605099.0,548200.0,0.0,0.0,2.0,South,2010/2011,KING ST SOUTH,HERETAUNGA ST WEST,Non-Injury Crash,No,2011,North,0.0,,Flat,,,,,Dark,1489500.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
22058,1923961.9884,5608374.5345,548611.0,0.0,0.0,0.0,Null,2018/2019,BOSTON CRESCENT,MITCHELL PLACE,Serious Crash,No,2019,East,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1470309.0,0.0,1.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,50.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine
400815,1926394.0,5604624.0,545842.0,0.0,0.0,1.0,North,2004/2005,IRONGATE ROAD,MARAEKAKAHO ROAD,Non-Injury Crash,No,2004,East,0.0,1.0,Flat,0.0,,0.0,0.0,Twilight,1470205.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
597758,1916081.0,5604836.0,545841.0,0.0,0.0,1.0,Null,2011/2012,MARAEKAKAHO ROAD,SH 50 ROYS HILL,Non-Injury Crash,Yes,2012,South,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1462901.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
413692,1929509.0,5608835.0,545710.0,0.0,0.0,2.0,Null,2011/2012,SH 50A NAPIER-HASTINGS EX,EVENDEN ROAD,Non-Injury Crash,Yes,2012,West,0.0,,Flat,,,,,Bright sun,1471100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
321912,1924427.0,5607664.0,548612.0,0.0,0.0,2.0,West,2008/2009,CARTIER CRESCENT,RALEIGH ST,Non-Injury Crash,No,2009,South,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1474112.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
371181,1932682.0,5602065.0,548831.0,0.0,0.0,1.0,Null,2007/2008,KARANEMA DRIVE,MARTIN PLACE,Minor Crash,No,2007,East,0.0,,Flat,,,,,Overcast,1509100.0,2.0,0.0,0.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
221823,1924019.0,5607775.0,548611.0,0.0,0.0,4.0,Null,2014/2015,KINGSLEY DRIVE,PALGRAVE AVENUE,Non-Injury Crash,No,2014,West,0.0,,Flat,,Christmas New Year,,,Dark,1470313.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
176426,1911384.0,5660279.0,545911.0,0.0,0.0,1.0,North,2005/2006,SH 5,MCVICAR ROAD,Non-Injury Crash,Yes,2006,North,0.0,1.0,Hill Road,0.0,,0.0,0.0,Bright sun,1414300.0,0.0,0.0,0.0,3.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
41878,1932652.0,5609542.0,545832.0,0.0,0.0,1.0,Null,2004/2005,CHESTERHOPE BRIDGE,FARNDON ROAD,Non-Injury Crash,No,2004,South,0.0,,Flat,,,,,Bright sun,1404300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,1.0,0.0,Open,0.0,,,Fine
611496,1931089.0,5603396.0,545762.0,0.0,0.0,2.0,East,2004/2005,HAVELOCK ROAD,NORTON ROAD,Minor Crash,No,2004,West,0.0,,Flat,,,,,Bright sun,1468500.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
102067,1928780.0,5606282.0,548500.0,0.0,0.0,2.0,Null,2005/2006,OMAHU ROAD,PAKOWHAI ROAD,Non-Injury Crash,No,2006,South,0.0,,Flat,,,,,Overcast,1478800.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
348206,1929956.0,5604530.0,548200.0,0.0,0.0,2.0,Null,2011/2012,EASTBOURNE ST EAST,HASTINGS ST SOUTH,Minor Crash,No,2011,South,0.0,,Flat,,,,,Bright sun,1493200.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
181930,1929465.0,5604983.0,548200.0,0.0,0.0,2.0,Null,1999/2000,KING ST SOUTH,LYNDON ROAD WEST,Non-Injury Crash,No,2000,South,0.0,,Flat,,,,,Overcast,1489801.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Light rain
9949,1925905.0,5602998.0,545761.0,0.0,0.0,2.0,East,2012/2013,LONGLANDS ROAD WEST,PAKI PAKI ROAD,Non-Injury Crash,No,2013,East,0.0,,Flat,,,,,Bright sun,1468901.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
370225,1930947.0,5603752.0,548100.0,0.0,0.0,2.0,East,2003/2004,WINDSOR AVENUE,HERETAUNGA ST EAST,Non-Injury Crash,No,2004,North,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1500300.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
182692,1934421.0,5602478.0,548831.0,0.0,0.0,0.0,North,2008/2009,RUSSELL ROBERTSON DRIVE,SCOTT PLACE,Minor Crash,No,2009,North,0.0,,Flat,,Easter,,,Bright sun,1466407.0,1.0,0.0,0.0,2.0,0.0,,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
204674,1931853.0,5605128.0,548000.0,0.0,0.0,1.0,North,2005/2006,COLLINGE ROAD,JUBILEE ST,Minor Crash,No,2005,North,0.0,,Flat,,,,,Overcast,1497000.0,1.0,0.0,1.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Light rain
564935,1930808.0,5603696.0,548300.0,0.0,0.0,1.0,West,2005/2006,HERETAUNGA ST EAST,WINDSOR AVENUE,Non-Injury Crash,No,2005,West,0.0,,Flat,,,,,Overcast,1502700.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
515780,1929373.0,5605307.0,548200.0,0.0,0.0,2.0,Null,2010/2011,SOUTHLAND ROAD,EASTBOURNE ST WEST,Non-Injury Crash,No,2011,North,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1488800.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
7048,1932453.0,5601624.0,548810.0,0.0,0.0,2.0,Null,2008/2009,TE AUTE ROAD,PORTER DRIVE,Minor Crash,No,2009,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1505700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,1.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
403818,1927573.0,5607442.0,548400.0,0.0,0.0,2.0,Null,2009/2010,SH 50A,OMAHU ROAD,Non-Injury Crash,No,2010,South,0.0,,Flat,,Christmas New Year,,,Bright sun,1473600.0,0.0,0.0,0.0,4.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
736114,1928982.0,5602949.0,545762.0,0.0,0.0,1.0,Null,2001/2002,RIVERSLEA ROAD SOUTH,TOLLEMACHE ROAD EAST,Non-Injury Crash,No,2001,West,0.0,,Flat,,,,,Twilight,1468200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Off,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Fine
338737,1930445.0,5605078.0,548200.0,0.0,0.0,2.0,Null,2012/2013,WARREN ST NORTH,VICTORIA ST,Non-Injury Crash,No,2013,South,0.0,,Flat,,,,,Overcast,1494500.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
588416,1932801.0,5608139.0,545721.0,0.0,0.0,1.0,Null,2017/2018,RUAHAPIA ROAD,OTENE ROAD,Non-Injury Crash,No,2017,East,0.0,,Flat,,,,,Overcast,1471800.0,0.0,0.0,0.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,1.0,0.0,Open,0.0,,,Fine
74844,1929923.0,5604977.0,548200.0,0.0,0.0,0.0,South,2009/2010,QUEEN ST EAST,RUSSELL ST NORTH,Non-Injury Crash,No,2009,South,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1492200.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,1.0,0.0,Urban,1.0,0.0,0.0,Fine
224914,1930320.0,5609844.0,545710.0,0.0,0.0,1.0,North,2000/2001,SH 50A,EVENDEN ROAD,Minor Crash,Yes,2001,North,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,1471100.0,6.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Bridge,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,2.0,0.0,0.0,Fine
719013,1916140.0,5654788.0,545912.0,0.0,0.0,1.0,South,2005/2006,SH 5,WAITARA ROAD,Fatal Crash,Yes,2005,North,2.0,0.0,Hill Road,0.0,,0.0,0.0,Twilight,1414504.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
46848,1928979.0,5606026.0,547700.0,0.0,0.0,2.0,Null,2017/2018,HERETAUNGA ST WEST,DAVIS ST,Non-Injury Crash,No,2018,North,0.0,,Flat,,,,,Bright sun,1487400.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
287221,1932497.0,5601557.0,548810.0,0.0,0.0,1.0,Null,2000/2001,MIDDLE ROAD,PORTER DRIVE,Non-Injury Crash,No,2000,North,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1505700.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
489716,1929439.0,5606032.0,547700.0,0.0,0.0,1.0,Null,2018/2019,ST AUBYN ST WEST,GRAYS ROAD,Minor Crash,No,2018,South,0.0,,Flat,,,,,Bright sun,1488300.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
570929,1932018.4312,5606335.4375,545721.0,0.0,0.0,1.0,North,2019/2020,ELWOOD ROAD,SH 51,Non-Injury Crash,No,2020,West,0.0,,Flat,,,,,Dark,1471700.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,None,0.0,1.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
481405,1925321.0,5599568.0,545852.0,0.0,0.0,2.0,Null,2001/2002,SH 2,TE AUTE ROAD,Minor Crash,Yes,2002,South,0.0,,Flat,,Christmas New Year,,,Bright sun,1469600.0,6.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
318682,1925534.0,5603418.0,545842.0,0.0,0.0,0.0,North,2004/2005,SH 50A,LONGLANDS ROAD WEST,Minor Crash,Yes,2005,South,0.0,,Flat,,,,,Bright sun,1470214.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
660581,1932162.0,5604416.0,545721.0,0.0,0.0,1.0,South,2009/2010,Z ORCHARD,BEATSON/WINDSOR,Non-Injury Crash,No,2009,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1472701.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Unsealed,0.0,0.0,0.0,50.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
277993,1930724.0,5603786.0,548100.0,0.0,0.0,2.0,Null,2014/2015,HERETAUNGA ST EAST,TERRACE ROAD,Non-Injury Crash,No,2014,North,0.0,,Flat,,,,,Overcast,1501400.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Light rain
708535,1929764.0,5604384.0,548200.0,1.0,0.0,1.0,Null,2013/2014,HASTINGS ST SOUTH,SOUTHAMPTON ST EAST,Minor Crash,No,2014,South,0.0,,Flat,,,,,Overcast,1493000.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
528469,1929631.0,5604761.0,548200.0,0.0,0.0,1.0,Null,2011/2012,RAILWAY ROAD,LYNDON ROAD WEST,Minor Crash,No,2011,North,0.0,,Flat,,,,,Bright sun,1489802.0,2.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
